source,target,model,normalization,threshold_policy,elapsed_sec,n_train,n_test,n_train_groups,best_threshold,best_params,accuracy,balanced_accuracy,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,roc_auc
campanella,nurse,xgb,per_subject,source_tuned,7.91,1844,1720,26,0.5599999999999999,"{'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 200}",0.5081395348837209,0.5280202493317248,0.47234212908166817,0.23825503355704697,0.5634920634920635,0.33490566037735847,0.8002421307506054,0.49254843517138597,0.6097785977859779,0.5371996703963917
campanella,nurse,rf,global,fixed_0.5,15.75,1844,1720,26,0.5,"{'clf__max_depth': None, 'clf__min_samples_leaf': 4, 'clf__n_estimators': 400}",0.6866279069767441,0.5074771919034214,0.5065781245093484,0.23432343234323433,0.18783068783068782,0.20851688693098386,0.7833450952717008,0.827123695976155,0.8046393620877129,0.5383243047177473
campanella,nurse,svm,global,fixed_0.5,5.12,1844,1720,26,0.5,"{'clf__C': 4.0, 'clf__gamma': 'scale'}",0.6145348837209302,0.4546262783967702,0.45576867734836846,0.1549636803874092,0.1693121693121693,0.16182048040455121,0.7597551644988524,0.7399403874813711,0.7497168742921857,0.46322021936776037
campanella,nurse,xgb,global,fixed_0.5,8.02,1844,1720,26,0.5,"{'clf__learning_rate': 0.1, 'clf__max_depth': 6, 'clf__n_estimators': 200}",0.5784883720930233,0.5293942548040909,0.5054489845047292,0.24522760646108663,0.4417989417989418,0.3153918791312559,0.7969201154956689,0.61698956780924,0.6955060898782024,0.5200600856338562
campanella,nurse,rf,global,source_tuned,22.59,1844,1720,26,0.5099999999999999,"{'clf__max_depth': None, 'clf__min_samples_leaf': 4, 'clf__n_estimators': 400}",0.6773255813953488,0.5053166323658127,0.5049204558714847,0.22935779816513763,0.1984126984126984,0.2127659574468085,0.782483847810481,0.812220566318927,0.7970749542961609,0.5383243047177473
campanella,nurse,svm,global,source_tuned,7.63,1844,1720,26,0.5099999999999999,"{'clf__C': 4.0, 'clf__gamma': 'scale'}",0.6058139534883721,0.45663898942587466,0.4581030819759888,0.16216216216216217,0.19047619047619047,0.17518248175182483,0.7601880877742947,0.7228017883755589,0.7410236822001528,0.46322021936776037
campanella,nurse,xgb,global,source_tuned,9.77,1844,1720,26,0.5399999999999999,"{'clf__learning_rate': 0.1, 'clf__max_depth': 6, 'clf__n_estimators': 200}",0.547093023255814,0.5273283183119248,0.49143696726572406,0.240620957309185,0.49206349206349204,0.32319721980886185,0.7972544878563886,0.5625931445603577,0.6596767147225863,0.5200600856338562
nurse,wesad,rf,per_subject,fixed_0.5,14.53,1720,919,11,0.5,"{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 400}",0.3634385201305767,0.48992734139282856,0.29086232481450947,0.5263157894736842,0.034071550255536626,0.064,0.3564131668558456,0.9457831325301205,0.517724649629019,0.42959658052995625
nurse,wesad,svm,per_subject,fixed_0.5,3.52,1720,919,11,0.5,"{'clf__C': 0.5, 'clf__gamma': 0.05}",0.352557127312296,0.4493519221690852,0.3183045036621474,0.46825396825396826,0.10051107325383304,0.16549789621318373,0.33417402269861285,0.7981927710843374,0.4711111111111111,0.35533958662589027
nurse,wesad,xgb,per_subject,fixed_0.5,5.87,1720,919,11,0.5,"{'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 400}",0.41240478781284007,0.49096642105047106,0.399445261975758,0.6192893401015228,0.20783645655877342,0.3112244897959184,0.3559556786703601,0.7740963855421686,0.4876660341555977,0.4551066275322756
nurse,wesad,rf,per_subject,source_tuned,16.94,1720,919,11,0.6799999999999999,"{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 400}",0.4276387377584331,0.5159761704398514,0.4095157822730382,0.6783625730994152,0.19761499148211242,0.30606860158311344,0.37032085561497324,0.8343373493975904,0.512962962962963,0.42959658052995625
nurse,wesad,svm,per_subject,source_tuned,4.11,1720,919,11,0.74,"{'clf__C': 0.5, 'clf__gamma': 0.05}",0.3906420021762786,0.42551723076291537,0.3906066462051457,0.5415384615384615,0.29982964224872233,0.38596491228070173,0.30808080808080807,0.5512048192771084,0.3952483801295896,0.35533958662589027
nurse,wesad,xgb,per_subject,source_tuned,7.03,1720,919,11,0.3499999999999999,"{'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 400}",0.3786724700761698,0.4776456764023727,0.34580146485896834,0.5634920634920635,0.12095400340715502,0.19915848527349228,0.3493064312736444,0.8343373493975904,0.49244444444444446,0.4551066275322756
nurse,wesad,rf,global,fixed_0.5,13.42,1720,919,11,0.5,"{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",0.3906420021762786,0.517110178362513,0.3247895543380146,0.8,0.06132879045996593,0.11392405063291139,0.3695652173913043,0.9728915662650602,0.5356550580431177,0.4933858089940683
nurse,wesad,svm,global,fixed_0.5,2.75,1720,919,11,0.5,"{'clf__C': 4.0, 'clf__gamma': 0.05}",0.4134929270946681,0.5173333880667474,0.38052717738617364,0.7,0.14310051107325383,0.2376237623762376,0.3704630788485607,0.891566265060241,0.5234305923961097,0.49793723445742083
nurse,wesad,xgb,global,fixed_0.5,5.7,1720,919,11,0.5,"{'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 400}",0.4439608269858542,0.5097801769257609,0.43881517703392736,0.6557377049180327,0.272572402044293,0.3850782190132371,0.3674074074074074,0.7469879518072289,0.4925521350546177,0.5175386383694915
nurse,wesad,rf,global,source_tuned,18.02,1720,919,11,0.61,"{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",0.3906420021762786,0.48963229408263376,0.3593841802846075,0.6046511627906976,0.13287904599659284,0.21787709497206703,0.3556962025316456,0.8463855421686747,0.5008912655971479,0.4933858089940683
nurse,wesad,svm,global,source_tuned,4.42,1720,919,11,0.6499999999999999,"{'clf__C': 4.0, 'clf__gamma': 0.05}",0.4428726877040261,0.5311723897292748,0.4261237791372733,0.7142857142857143,0.21294718909710392,0.32808398950131235,0.3790322580645161,0.8493975903614458,0.5241635687732342,0.49793723445742083
nurse,wesad,xgb,global,source_tuned,7.23,1720,919,11,0.48999999999999994,"{'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 400}",0.4439608269858542,0.5117428829457523,0.4380819049328427,0.6596638655462185,0.2674616695059625,0.3806060606060606,0.368575624082232,0.7560240963855421,0.49555774925962487,0.5175386383694915
nurse,campanella,rf,per_subject,fixed_0.5,17.26,1720,1844,11,0.5,"{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 400}",0.6561822125813449,0.5037305590584279,0.4244977444526926,0.4,0.03205128205128205,0.05934718100890208,0.6633221850613155,0.9754098360655737,0.7896483078964831,0.46330128205128207
nurse,campanella,svm,per_subject,fixed_0.5,3.12,1720,1844,11,0.5,"{'clf__C': 0.5, 'clf__gamma': 0.05}",0.6388286334056399,0.49844472467423284,0.44043099567509836,0.32786885245901637,0.0641025641025641,0.10723860589812333,0.6608594657375145,0.9327868852459016,0.7736233854520734,0.4990161307271963
nurse,campanella,xgb,per_subject,fixed_0.5,5.33,1720,1844,11,0.5,"{'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 400}",0.584056399132321,0.4813209331651955,0.46389801861643154,0.29394812680115273,0.16346153846153846,0.21009268795056643,0.6513026052104208,0.7991803278688525,0.7177033492822966,0.4669359499789828
nurse,campanella,rf,per_subject,source_tuned,17.04,1720,1844,11,0.6799999999999999,"{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 400}",0.5976138828633406,0.48060634720470785,0.45055135690822495,0.2781954887218045,0.11858974358974358,0.1662921348314607,0.6514575411913816,0.8426229508196721,0.7348105789849892,0.46330128205128207
nurse,campanella,svm,per_subject,source_tuned,4.24,1720,1844,11,0.74,"{'clf__C': 0.5, 'clf__gamma': 0.05}",0.579175704989154,0.48546132828919714,0.4741805567804333,0.30808080808080807,0.1955128205128205,0.23921568627450981,0.6533149171270718,0.7754098360655738,0.7091454272863568,0.4990161307271963
nurse,campanella,xgb,per_subject,source_tuned,7.23,1720,1844,11,0.3499999999999999,"{'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 400}",0.6106290672451193,0.48457072299285414,0.44469758483931365,0.2783018867924528,0.09455128205128205,0.14114832535885166,0.6537990196078431,0.8745901639344262,0.7482468443197756,0.4669359499789828
nurse,campanella,rf,global,fixed_0.5,13.64,1720,1844,11,0.5,"{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",0.6616052060737527,0.5003914459857083,0.39970325728344774,0.5,0.0016025641025641025,0.003194888178913738,0.6617806731813246,0.9991803278688525,0.7962116263879817,0.5250597677595629
nurse,campanella,svm,global,fixed_0.5,2.81,1720,1844,11,0.5,"{'clf__C': 4.0, 'clf__gamma': 0.05}",0.6518438177874186,0.5020176544766709,0.42771122777503845,0.36363636363636365,0.038461538461538464,0.06956521739130435,0.6625421822272216,0.9655737704918033,0.7858572381587725,0.532011217948718
nurse,campanella,xgb,global,fixed_0.5,4.79,1720,1844,11,0.5,"{'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 400}",0.6518438177874186,0.5043663303909206,0.43523336825413184,0.38461538461538464,0.04807692307692308,0.08547008547008547,0.6636466591166478,0.9606557377049181,0.7849966510381782,0.5068608133669609
nurse,campanella,rf,global,source_tuned,15.72,1720,1844,11,0.61,"{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",0.6572668112798264,0.49828709541824295,0.40257545931758526,0.25,0.00641025641025641,0.0125,0.6608315098468271,0.9901639344262295,0.7926509186351706,0.5250597677595629
nurse,campanella,svm,global,source_tuned,4.64,1720,1844,11,0.6499999999999999,"{'clf__C': 4.0, 'clf__gamma': 0.05}",0.6496746203904555,0.5109473518284994,0.45831787260358686,0.4112903225806452,0.08173076923076923,0.13636363636363635,0.666860465116279,0.9401639344262295,0.7802721088435374,0.532011217948718
nurse,campanella,xgb,global,source_tuned,6.74,1720,1844,11,0.48999999999999994,"{'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 400}",0.6507592190889371,0.5023723203026482,0.43098964073176105,0.36486486486486486,0.04326923076923077,0.07736389684813753,0.6627118644067796,0.9614754098360656,0.7846153846153846,0.5068608133669609
wesad+campanella,nurse,rf,per_subject,fixed_0.5,26.76,2763,1720,41,0.5,"{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 400}",0.6098837209302326,0.5371612297841806,0.5209766743216652,0.2562396006655574,0.4074074074074074,0.3146067415730337,0.7998212689901698,0.6669150521609538,0.7273466070702966,0.5119747435321206
wesad+campanella,nurse,svm,per_subject,fixed_0.5,11.2,2763,1720,41,0.5,"{'clf__C': 1.0, 'clf__gamma': 'scale'}",0.5668604651162791,0.5152914784062326,0.49339263652087967,0.2328966521106259,0.42328042328042326,0.3004694835680751,0.7889641819941917,0.6073025335320418,0.6863157894736842,0.5109762732713552
wesad+campanella,nurse,xgb,per_subject,fixed_0.5,13.2,2763,1720,41,0.5,"{'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 400}",0.4924418604651163,0.4761530212349884,0.44372636209355026,0.2028811524609844,0.4470899470899471,0.2791081750619323,0.7643742953776775,0.5052160953800298,0.6083445491251682,0.4673668772029428
wesad+campanella,nurse,rf,per_subject,source_tuned,27.01,2763,1720,41,0.49999999999999994,"{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 400}",0.6098837209302326,0.5371612297841806,0.5209766743216652,0.2562396006655574,0.4074074074074074,0.3146067415730337,0.7998212689901698,0.6669150521609538,0.7273466070702966,0.5119747435321206
wesad+campanella,nurse,svm,per_subject,source_tuned,11.42,2763,1720,41,0.6499999999999999,"{'clf__C': 1.0, 'clf__gamma': 'scale'}",0.45988372093023255,0.5122990245941066,0.4388502801218327,0.22695738354806738,0.6058201058201058,0.3302090843547224,0.790436005625879,0.4187779433681073,0.547491475888943,0.5109762732713552
wesad+campanella,nurse,xgb,per_subject,source_tuned,13.12,2763,1720,41,0.59,"{'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 400}",0.4575581395348837,0.485154038432727,0.42925855466653573,0.21063607924921793,0.5343915343915344,0.3021690351533283,0.7687253613666228,0.43591654247391953,0.5563480741797432,0.4673668772029428
wesad+campanella,nurse,rf,global,fixed_0.5,25.37,2763,1720,41,0.5,"{'clf__max_depth': None, 'clf__min_samples_leaf': 4, 'clf__n_estimators': 400}",0.4174418604651163,0.5126558323279635,0.40929450136345125,0.22631578947368422,0.6825396825396826,0.33992094861660077,0.7931034482758621,0.34277198211624443,0.4786680541103018,0.5228080965785884
wesad+campanella,nurse,svm,global,fixed_0.5,9.84,2763,1720,41,0.5,"{'clf__C': 0.5, 'clf__gamma': 'scale'}",0.40988372093023256,0.5258656037344562,0.4053002470705297,0.2325776658270361,0.7328042328042328,0.35309114085404714,0.8090737240075614,0.31892697466467956,0.4575093532870123,0.5449262334508236
wesad+campanella,nurse,xgb,global,fixed_0.5,10.27,2763,1720,41,0.5,"{'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 400}",0.40988372093023256,0.5135133536772881,0.4035675936798253,0.22660944206008585,0.6984126984126984,0.3421905379131562,0.7945945945945946,0.3286140089418778,0.46494464944649444,0.5463160094307635
wesad+campanella,nurse,rf,global,source_tuned,27.09,2763,1720,41,0.5099999999999999,"{'clf__max_depth': None, 'clf__min_samples_leaf': 4, 'clf__n_estimators': 400}",0.40348837209302324,0.5084648199402297,0.39774266119168267,0.22402044293015333,0.6957671957671958,0.3389175257731959,0.7893772893772893,0.3211624441132638,0.4565677966101695,0.5228080965785884
wesad+campanella,nurse,svm,global,source_tuned,12.0,2763,1720,41,0.30999999999999994,"{'clf__C': 0.5, 'clf__gamma': 'scale'}",0.5947674418604652,0.5550292148652805,0.5255409021308391,0.2671532846715328,0.48412698412698413,0.3443085606773283,0.8115942028985508,0.6259314456035767,0.70677324358435,0.5449262334508236
wesad+campanella,nurse,xgb,global,source_tuned,11.25,2763,1720,41,0.48999999999999994,"{'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 400}",0.4127906976744186,0.5153762448844416,0.4061415059638817,0.22758620689655173,0.6984126984126984,0.3433029908972692,0.7964285714285714,0.3323397913561848,0.46898002103049424,0.5463160094307635
